datetime,open,high,low,close,volume,price_macd,price_macd_signal,price_macd_hist,price_xlpl_phase,price_cross,volume_macd,volume_macd_signal,volume_macd_hist,volume_xlpl_phase,volume_cross,hlbw_trend,hlbw_macd,hlbw_macd_signal,hlbw_xlpl_phase,hlbw_cross,prophet_yhat,prophet_xlpl_phase,prophet_phase,prophet_cross,prophet_duration,long_entry_signal,short_entry_signal,long_exit_signal,short_exit_signal,pos,entry_price,highest_price,lowest_price,scaling_position,scaling_level,avg_entry_price
2025-01-03 14:35:00+08:00,8890.0,8893.0,8871.0,8873.0,8366.0,-4.980329092384636,-1.4017189874030027,-3.5786101049816335,4,0,-904.1569713362906,-1131.0959717534747,226.93900041718416,2,0,22.45330149803986,4.508156401872633,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 14:40:00+08:00,8873.0,8879.0,8871.0,8873.0,6085.0,-7.788037523770981,-3.5314293187892254,-4.256608204981756,4,0,-917.7304424109179,-1060.0111566548103,142.28071424389236,2,0,16.749609244297677,1.8030925305141956,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 14:45:00+08:00,8872.0,8882.0,8871.0,8874.0,5537.0,-9.472680818678782,-5.513190512019011,-3.959490306659771,4,0,-977.3339108108021,-1032.3757166731928,55.041805862390675,2,0,15.255840720808552,-0.32691782199564656,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 14:50:00+08:00,8874.0,8879.0,8871.0,8878.0,6416.0,-9.94944723993467,-6.992701785024678,-2.956745454909992,4,0,-886.8422744045729,-983.6824900275886,96.84021562301575,2,0,16.89262099548518,-1.6052286246416472,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 14:55:00+08:00,8879.0,8887.0,8860.0,8878.0,13164.0,-10.074659123129095,-8.020872497275217,-2.0537866258538777,4,0,52.42221975187658,-638.2406217427341,690.6628414946107,2,0,18.091022254083015,-2.3206925485448195,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 21:00:00+08:00,8870.0,8870.0,8796.0,8858.0,31403.0,-12.489338599449184,-9.511121712122193,-2.9782168873269903,4,0,3028.256971784889,583.9048793211128,2444.3520924637764,2,0,27.126781237280255,-1.615585150572251,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 21:05:00+08:00,8858.0,8868.0,8845.0,8867.0,10756.0,-12.781338609025624,-10.601750887408324,-2.1795877216173007,4,0,2436.3871071720896,1201.3416415503107,1235.045465621779,2,0,34.92039891318994,-0.0984712000874488,0.0,3,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 21:10:00+08:00,8868.0,8885.0,8866.0,8881.0,13431.0,-10.938418082876524,-10.714294678995882,-0.22412340388064145,4,0,2307.961477263687,1570.129832301286,737.831644962401,2,0,43.752876702064846,2.0930871111340323,0.0,2,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 21:15:00+08:00,8883.0,8911.0,8880.0,8899.0,16690.0,-7.124157101390665,-9.517668061053206,2.3935109596625406,2,0,2582.447235094922,1907.3756901174038,675.071544977518,2,0,56.070723418614605,5.156711944550892,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 21:20:00+08:00,8899.0,8905.0,8887.0,8893.0,8687.0,-5.051004922061111,-8.02868705511308,2.977682133051969,2,0,1704.6160082311108,1839.5651325736505,-134.9491243425398,1,0,59.98147376138121,7.689960260788993,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 21:25:00+08:00,8893.0,8899.0,8888.0,8893.0,6015.0,-3.4850951169682958,-6.513966838454258,3.028871721485962,2,0,711.5237060899926,1463.3947423305444,-751.8710362405518,4,0,62.52271716405689,9.629395596527573,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 21:30:00+08:00,8893.0,8897.0,8859.0,8865.0,14707.0,-5.8649556013861,-6.297482392015886,0.43252679062978583,2,0,1101.5189881767565,1342.7883395629567,-241.26935138620024,4,0,55.59086766546339,9.910811011890452,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 21:35:00+08:00,8863.0,8872.0,8856.0,8862.0,9637.0,-7.796170721794624,-6.796624551928614,-0.9995461698660097,4,0,708.6778150483133,1131.2833033634229,-422.6054883151096,4,0,50.85237560914334,9.295521309477529,0.0,2,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 21:40:00+08:00,8862.0,8882.0,8860.0,8867.0,9593.0,-8.355575348579805,-7.316246655560918,-1.039328693018887,4,0,411.7227822208697,891.3944637355876,-479.6716815147179,4,0,50.827374662462816,8.652737692842642,0.0,2,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 21:45:00+08:00,8867.0,8867.0,8844.0,8854.0,11433.0,-10.223158412485645,-8.285169089020084,-1.9379893234655619,4,0,427.64129297315594,736.7357245090558,-309.09443153589984,4,0,46.03086054600684,7.410020733361691,0.0,1,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 21:50:00+08:00,8854.0,8870.0,8854.0,8869.0,7153.0,-9.416035190984985,-8.66187859889771,-0.7541565920872753,4,0,-113.65534924918029,453.2553815840315,-566.9107308332118,4,0,49.42853147577255,6.813668870598256,0.0,4,0,0.0,0,0,0,0,0,0,True,False,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 21:55:00+08:00,8869.0,8882.0,8860.0,8879.0,7721.0,-7.378123305452391,-8.23300936461751,0.8548860591651195,2,0,-419.9415138435106,162.26443707734046,-582.2059509208511,4,0,55.92839100816366,7.07396501662533,0.0,4,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 22:00:00+08:00,8879.0,8914.0,8879.0,8897.0,15036.0,-3.501798168515961,-6.654850439649639,3.153052271133678,2,0,302.19964929134585,208.87364424175362,93.32600504959223,3,0,66.60119153602717,8.446349787036354,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 22:05:00+08:00,8898.0,8902.0,8890.0,8902.0,7335.0,-0.06492736114341824,-4.457312678941387,4.392385317797968,2,0,-173.83599902339301,81.36123592661163,-255.19723495000466,4,0,74.00073816560572,10.165447583382523,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 22:10:00+08:00,8900.0,8901.0,8887.0,8892.0,6511.0,1.0849158029213868,-2.6094189007342976,3.6943347036556844,2,0,-609.8469770737338,-149.05940907753285,-460.78756799620095,4,0,72.9794839201461,11.033249416715314,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 22:15:00+08:00,8893.0,8897.0,8885.0,8894.0,4772.0,2.1251870739870355,-1.0307326306789841,3.1559197046660197,2,0,-1124.5985055741676,-474.26274525362965,-650.3357603205379,4,0,72.33638663795301,11.333533903579337,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 22:20:00+08:00,8894.0,8912.0,8891.0,8907.0,5904.0,4.463195401192934,0.8010928545403553,3.6621025466525783,2,0,-1319.479205292383,-756.2021379184034,-563.2770673739797,4,0,77.2361602228705,11.919138471669285,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 22:25:00+08:00,8907.0,8924.0,8905.0,8915.0,12027.0,7.029698155314691,2.8775315997748443,4.152166555539846,2,0,-651.0605186845078,-721.2104494659285,70.14993078142072,3,0,83.26275040675667,12.844833579876422,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 22:30:00+08:00,8915.0,8919.0,8903.0,8909.0,7490.0,7.925074298591426,4.560230241130245,3.3648440574611804,2,0,-742.9499829913857,-728.4163694089166,-14.533613582469115,4,0,83.70080546852085,13.278153109170844,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 22:35:00+08:00,8909.0,8911.0,8894.0,8910.0,5710.0,8.514596613316826,5.878668566203308,2.6359280471135182,2,0,-1017.9768614801687,-824.9572176362275,-193.01964384394125,4,0,83.67096384333433,13.300974088670571,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 22:40:00+08:00,8910.0,8919.0,8907.0,8907.0,5363.0,8.368171857333436,6.708638506839925,1.6595333504935113,2,0,-1234.08012651044,-961.3913097971626,-272.68881671327745,4,0,82.31641402656109,12.873641598214576,0.0,2,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 22:45:00+08:00,8908.0,8913.0,8901.0,8904.0,4653.0,7.70730310896397,7.041844382161975,0.6654587268019947,2,0,-1450.2640145765954,-1124.4612624658782,-325.80275211071717,4,0,80.2870872389737,12.036129100919297,0.0,4,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 22:50:00+08:00,8903.0,8912.0,8902.0,8906.0,4040.0,7.333283182091691,7.139410520953354,0.1938726611383368,2,0,-1649.5857164453628,-1299.6316423752048,-349.95407407015796,4,0,81.40241400512772,11.34216150425226,0.0,4,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
2025-01-03 22:55:00+08:00,8908.0,8918.0,8904.0,8918.0,5427.0,8.438708399347888,7.572851932368321,0.865856466979567,2,0,-1578.8177060026128,-1392.8008419635705,-186.01686403904228,4,0,87.25128010007782,11.37375313267691,0.0,4,0,0.0,0,0,0,0,0,0,False,True,0,0.0,0.0,0.0,0,0,0.0
